Prepared: 03-MAR-2026 13:50 GMT,,,,,,,,,
MSN,Noun,Bulk Issue,Process Name,Local Process Name,Dist %,Max On Hand,Shop Code,Org Symbol,
6850PHM00030905,"COMPOUND, PIPE-THREAD, INDUSTRIAL GRADE",N,"Plumbing, multiple operations","PLUMBING, MULTIPLE OPERATIONS",100,125,022A-Z09,MXSG,
8010010191776,"ACRYLIC LATEX, YELLOW, 33538, FLAT, TRAFFIC/RUNWAY MARKING",N,"Coating/painting operations, NOC",PAINTING,100,125,428B-Z01,NAVY,
3439001788590,"ROD,  ALUMINUM ALLOY, WELDING, .062""",N,"Welding, multiple operations",WELDING/BRAZING/CUTTING/SOLDERING,50,125,156A-Z01,552 MXS,
6810C7632001@T,CHEMICAL SHARPENER,N,"Welding, multiple operations",WELDING/BRAZING/CUTTING/SOLDERING,50,125,156A-Z01,552 MXS,
3439001654186,"WELDING ELECTRODE, STEEL, .125""",N,"Welding, NOC",WELDING/SOLDERING/BRAZING NON-AEROSPACE,100,125,009B-Z05,566 AMXS/M,
3439002940892,"WELDING ELECTRODE, STEEL FILLER, SMAW, .125""",N,"Welding, multiple operations",WELDING/ SOLDERING/ BRAZING NON-AEROSPACE,25,125,022A-Z01,MXSG,
3439008039496,"ELECTRODE, WELDING, ALUMINUM ALLOY FILLER, 0.047""",N,"Heat treating/hardening, multiple operations","HEAT TREATING/HARDENING, MULTIPLE OPERATIONS",25,125,022A-Z01,MXSG,
8030LAE508T@T,GE14563 ACRYLIC CAULK,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",50,125,105A-Z01,72 ABW/CEF,
3439002699610,"SOLDER, TIN ALLOY, .063""",N,Preventive maintenance,Preventive maintenance,50,125,416A-Z01,VQ-3,
3439002699610,"SOLDER, TIN ALLOY, .063""",N,Preventive maintenance,PREVENTIVE MAINTENANCE,50,125,416A-Z01,VQ-3,
8040001450432,"ADHESIVE, PLASTIC EPOXY, STRUCTURAL APPLICATIONS, KIT",N,Adhering/bonding/sealing - all usages,Adhering/bonding/sealing - all usages,50,125,416B-Z01,VQ-4,
8040013687769,"ADHESIVE, SYNTHETIC RUBBER",N,Adhering/bonding/sealing - all usages,Adhering/bonding/sealing - all usages,100,400,125A-Z01,507 AGS/LG,
6810002865435,"ISOPROPYL ALCOHOL, TECHNICAL, GRADE A",N,"Cleaning, chemical, manual wiping",Qualification examinations-Hand Wipe Cleaning,100,125,161A-Z06,OC-ALC,
3439007664711,"SOLDER, TIN ALLOY, .032""",N,"Soldering, NOC",056A-Z01 SOLDERING,50,125,056A-Z01,550 CMMXS,
6810PHM00371753,AMMONIUM SULFATE,N,"Grounds maintenance, multiple operations","GROUNDS MAINTENANCE, MULTIPLE OPERATIONS",100,24,111B-Z02,72 SPTG/SV,
8040PHM00008716,"ADHESIVE, RUBBER, CONSTRUCTION",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,125,999B-Z37,72 ABW/CECOUF,
6850014649125,"ANTI-FREEZE/COOLANT, RECYCLED, CONCENTRATE",N,Equipment assembly/disassembly,Equipment assembly/disassembly,50,125,139A-Z01,507 MS/LGM,
6850014649125,"ANTI-FREEZE/COOLANT, RECYCLED, CONCENTRATE",N,Equipment assembly/disassembly,Equipment assembly/disassembly,50,125,139A-Z01,507 MS/LGM,
9150PHM00351658,"MYSTIK JT-7 MULTI-PURPOSE GEAR LUBRICANT, SAE 80W-90",N,"Equipment repair/prev. maint., NOC",SERVICE CONTRACTS,100,6,999B-Z58,76 MXSS/MXDVA,
6850PHM00512649,5005BM HP EN MAKE UP,N,"Electroplating, dip tank",ELECTROPLATING/COATING DIP TANKS (NON-CHROME),100,125,047E-Z01,PMXG,
8030PHM00006874,"SEALANT, INSULATING FOAM, AEROSOL",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,125,999B-Z38,72 ABW/CECOAH,
8030PHM00006874,"SEALANT, INSULATING FOAM, AEROSOL",N,"Cleaning- mechanical, NOC",EQUIPMENT CLEANING,100,3,999B-Z65,72 ABW/CEF,
8030PHM00006874,"SEALANT, INSULATING FOAM, AEROSOL",N,"Assemble/disassemble, NOC",ASSEMBLY/DISASSEMBLY,100,125,999B-Z32,72 ABW/CECOC,
6850PHM00308823,"E-BRITE 50/50, SLIVER PLATING ADDITIVE",N,"Electroplating, dip tank",ELECTROPLATING/COATING DIP TANKS (NON-CHROME),100,125,047E-Z01,PMXG,
9150012623358,"GREASE, AIRCRAFT",N,"Lubricating, multiple operations",060A-Z01 LUBRICANT,100,3,060A-Z01,552 CMMXS,
6810002865435,"ISOPROPYL ALCOHOL, TECHNICAL, GRADE A",N,"NOC, life support/survival equipment","NOC, life support/survival equipment",33.3333,125,165A-Z01,465 ARS/DO,
9150002500926,"PETROLATUM, TECHNICAL",N,"Lubricating, multiple operations",063A-Z01 LUBRICANTS,100,100,063A-Z01,552 CMMXS,
6850PHM00042607,"CLEANER, LOW VOC, PVC/CPVC/ABS/STYRENE",N,"Heat treating/hardening, multiple operations","HEAT TREATING/HARDENING, MULTIPLE OPERATIONS",100,3,022A-Z01,MXSG,
6850PHM00042607,"CLEANER, LOW VOC, PVC/CPVC/ABS/STYRENE",N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",100,125,022A-Z09,MXSG,
9150PHM00511016,"LUBRICANT, OIL, CALIBRATION STAND, 75",N,"Laboratory operations, NOC",OIL ANALYSIS,100,125,503C-Z03,MXSG,
9150PHM00089441,"LUBRICANT, GREASE, HIGH VACUUM",N,"Heat treating/hardening, NOC","HEAT TREATING/HARDENING, MULTIPLE OPERATIONS",100,36,048B-Z01,PMXG,
3439PHM00003872,FLAME SPRAY POWDER,N,Plasma spraying,PLASMA SPRAYING,100,125,048C-Z01,PMXG,
7930PHM00049813,"CLEANING COMPOUND, BIO-ASSISTED,CARPET",N,"Housekeeping/janitorial, NOC",HOUSEKEEPING AND JANITORIAL MAINTENANCE,100,125,999B-Z05,OC-ALC,
9150PHM00416978,"SUPERS SUPERSYN FULL SYNTHETIC MOTOR OIL, 10W-30, SUS 350",N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,24,999A-Z26,72 LRS,
5130007497459,AIR TOOL OIL SL2531 SL2533,N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,100,36,089A-Z01,DDOO-SP,
7510PHM00018345,"INK, BLACK, STENCILS",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,100,10,089A-Z01,DDOO-SP,
8010007219744,"ENAMEL, YELLOW, 13538, GLOSS, AEROSOL",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,100,12,089A-Z01,DDOO-SP,
8010PHM00332972,"URETHANE ALKYD, GLOSS, BROWN SUGAR",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,50,30,089A-Z01,DDOO-SP,
8030PHM00010255,"SEALANT, CLEAR, RUBBER",N,"Crafts, multiple operations",WOODWORKERS,50,60,089A-Z01,DDOO-SP,
8030PHM00010255,"SEALANT, CLEAR, RUBBER",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,50,60,089A-Z01,DDOO-SP,
8030PHM00361101,"SEALANT, LATEX, WHITE",N,Adhering/bonding/sealing - gun,CONTAINER SEAL,100,120,089A-Z01,DDOO-SP,
9150PHM00007277,"LUBRICANT, OIL, AIR TOOL",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,100,60,089A-Z01,DDOO-SP,
9150PHM00357373,3-IN-ONE TELESCOPING SPOUT MULTI-PURPOSE OIL,N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,50,30,089A-Z01,DDOO-SP,
9150PHM00388349,"LUBRICANT, OIL, AIR TOOLS",N,Adhering/bonding/sealing - aerosol,SEALING AND PACKAGING,100,36,089A-Z01,DDOO-SP,
8040007769601,"ADHESIVE, FIBERGLASS REPAIR, AIRCRAFT HONEYCOMB, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,125,433B-Z01,OC-ALC/MAB,
9150PHM00359764,MCLUBE 1708L AEROSOL,N,"Coating/painting, spray/aerosol",NON-AEROSPACE SURFACE COATING (AEROSOL),100,10,148A-Z01,552 MXS,
9150005421430,"LUBRICANT, OIL, GENERAL PURPOSE",N,"Lubricating, multiple operations",LUBRICANT,100,125,375A-Z01,546 PMXS,
9150014505693,"LUBRICANT, METALWORKING FLUID",N,"Lubricating, multiple operations",LUBRICANT,100,125,375A-Z01,546 PMXS,
3439002472982,"WELDING ROD, ALUMINUM ALLOY, .125""",N,"Welding, gas tungsten arc welding (TIG)",WELDING/SOLDERING/BRAZING AEROSPACE,100,125,375A-Z09,546 PMXS,
3439014126552,"WELDING ROD, TITANIUM, .045""",N,"Welding, gas tungsten arc welding (TIG)",WELDING/SOLDERING/BRAZING AEROSPACE,100,125,375A-Z09,546 PMXS,
8010PHM00077965,"ALKYD, UTILITY YELLOW, INVERTED MARKING, AEROSOL",N,"Storage of materials, NOC",MATERIAL STORAGE,100,3,999B-Z49,72 ABW,
8010PHM00077965,"ALKYD, UTILITY YELLOW, INVERTED MARKING, AEROSOL",N,"Coating/painting, spray/aerosol",NON-AEROSPACE SURFACE COATING (AEROSOL),50,3,999B-Z76,72 ABW/CEE,
6850015716224,DIESEL FUEL ADDITIVE,N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,8,414I-Z01,CSCW-1,
8010014416147,"ALKYD ENAMEL, HAZE GRAY, 26270, SEMI-GLOSS",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
8010014416147,"ALKYD ENAMEL, HAZE GRAY, 26270, SEMI-GLOSS",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
8010006410426,"COATING COMPOUND,NONSLIP, GRAY, 36231, EXTERIOR AIRCRAFT SURFACES",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
8010PB42T104@T,PAINT BLUE LATEX,N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
8040007820433,"ADHESIVE, SYNTHETIC RUBBER, PAPER/PLASTIC, AEROSOL",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
3439014777101,"WELDING POWDER, METALLIC OVERLAY, CERAMIC",N,Plasma spraying,PLASMA SPRAYING,100,36,045G-Z02,PMXG,
6850PHM00004202,"FLUORIDE REAGENT, WATER ANALYSIS",N,"Laboratory operations, NOC",LABORATORY OPERATIONS,100,125,999B-Z61,72 ABW/CECOPM,
9150PHM00011100,"LUBRICANT, CORROSION PREVENTIVE COMPOUND, AEROSOL",N,"Equipment repair/prev. maint., NOC",080C-Z01 LUBRICANTS,50,125,080C-Z01,553 CMMXS,
9150PHM00101311,"LUBRICANT, HYDRAULIC FLUID, ISO 46",N,"Lubricating, multiple operations",072A-Z01 LUBRICANTS,50,125,072A-Z01,548 PMXS,
3439002622598,"WELDING ELECTRODE, ALUMINUM ALLOY, SMAW, .1/8""",N,"Heat treating/hardening, multiple operations",080C-Z01 WELDING,50,125,080C-Z01,553 CMMXS,
3439005222755,"ROD, WELDING, CORROSION RESISTANT STEEL, .062""",N,"Heat treating/hardening, multiple operations",080C-Z01 WELDING,50,125,080C-Z01,553 CMMXS,
3439002622669,"ELECTRODE,WELDING, AWS A5.1, E6010, 3/32 X 12""",N,"Welding, multiple operations",WELDING/BRAZING/CUTTING/SOLDERING,50,125,156A-Z01,552 MXS,
8030LAA108O(60785)@T,PROJECT AND CONSTRUCTION ADHESIVE LN-601,N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",50,125,105A-Z01,72 ABW/CEF,
8030PHM00001066,"SEALANT, SILICONE RUBBER, CLEAR, WINDOWS & DOORS",N,"Cementing and related tasks, multiple operations","Cementing and related tasks, multiple operations",50,125,105A-Z01,72 ABW/CEF,
9150PHM00306305,MOBIL DTE OIL HEAVY,N,"Equipment repair/prev. maint., NOC",078E-Z02 LUBRICANTS,100,3,078E-Z02,553 CMMXS,
6850009750712,SILICONE COMPOUND,N,"Equipment repair/prev. maint., NOC","060A-Z01 MAINTENANCE, NOC",100,125,060A-Z01,552 CMMXS,
5970007717670,"INSULATING COMPOUND, ELECTRONICS, KIT",N,"Coating, powder",060A-Z01 POWDER COATING PROCESS,100,125,060A-Z01,552 CMMXS,
6830PHM00006117,"OXYGEN (15%), METHANE (1.45%), CARBON MONOXIDE (60 PPM), HYDROGEN SULFIDE (20 PPM) IN NITROGEN BALAN",N,Gauge calibration,TESTING CALIBRATION GAS,100,6,999B-Z08,72 ABW,
6830PHM00006117,"OXYGEN (15%), METHANE (1.45%), CARBON MONOXIDE (60 PPM), HYDROGEN SULFIDE (20 PPM) IN NITROGEN BALAN",N,"Cleaning, other- NOC",EQUIPMENT CLEANING,100,6,999B-Z37,72 ABW/CECOUF,
6830008089530,"OXYGEN, GAS, AVIATOR'S BREATHING",N,Multiple operations,MULTIPLE OPERATIONS,100,125,054H-Z01,72 ABW,
6810PHM00051286,"LEAD, 1000PPM +/-1% CERTIFIED SOLUTION, REFERENCE STANDARD",N,"Metals treatment, NOC",METALS TREATMENT,100,125,999B-Z66,72 ABW,
6810002863785,"METHYL ISOBUTYL KETONE, TECHNICAL",N,Preventive maintenance,PREVENTIVE MAINTENANCE,50,125,416B-Z01,VQ-4,
3439002554571,"FLUX, SOLDERING, AIRCRAFT, TYI, A FORM",N,Preventive maintenance,Preventive maintenance,50,125,416B-Z01,VQ-4,
3439002554571,"FLUX, SOLDERING, AIRCRAFT, TYI, A FORM",N,Preventive maintenance,PREVENTIVE MAINTENANCE,50,125,416B-Z01,VQ-4,
8030012905135,"SEALING COMPOUND, RUBBER, GRAY, INTEGRAL FUEL TANKS, KIT",N,Preventive maintenance,Preventive maintenance,50,72,416B-Z01,VQ-4,
8030012905135,"SEALING COMPOUND, RUBBER, GRAY, INTEGRAL FUEL TANKS, KIT",N,Preventive maintenance,PREVENTIVE MAINTENANCE,50,72,416B-Z01,VQ-4,
6810002865435,"ISOPROPYL ALCOHOL, TECHNICAL, GRADE A",N,Preventive maintenance,Preventive maintenance,100,1,429A-Z01,VQ-3,
8010013316122,"ALKYD, CLEAR, LOW VOC, INDUSTRIAL, GLOSS, AEROSOL",N,"Heat treating/hardening, multiple operations","Heat treating/hardening, multiple operations",100,12,125A-Z01,507 AGS/LG,
8010013599242,"LATEX, BLACK, 37038, TRAFFIC MARKING",N,"Coating/painting, multiple operations","Coating/painting, multiple operations",50,125,429B-Z01,CSCW-1,
8010013316108,"ENAMEL, BLACK, 37038, FLAT, TY1, AEROSOL",N,"Coating/painting, multiple operations",NON-AEROSPACE SURFACE COATING,50,125,009B-Z04,OC-ALC/MAB,
7930014181448,"DETERGENT, GENERAL PURPOSE",N,Preventive maintenance,Preventive maintenance,50,125,416A-Z01,VQ-3,
2910006469727-1,"CYLINDER,ENGINE STARTING",N,"Miscellaneous,  multiple operations","MISCELLANEOUS,  MULTIPLE OPERATIONS",50,125,414I-Z01,CSCW-1,
3439014077673,"WELDING POWDER, METALLIC OVERLAY, METCO 54, 54NS-1",N,Plasma spraying,PLASMA SPRAYING,100,36,045G-Z02,PMXG,
6850011213007,INSPECTION PENETRANT EMULSIFIER,N,"Coating/painting, multiple operations","Coating/painting, multiple operations",50,125,136A-Z01,507 MS/LGR,
3439PHM00057302,"WELDING ELECTRODE, IRON/NICKEL ALLOY, TIG, 0.030""",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,125,999A-Z26,72 LRS,
8010CTM2132@T,TM2132 SETFAST WATER BORNE TRAFFIC PAINT,N,"Coating/painting operations, NOC",PAINTING,100,125,428B-Z01,NAVY,
8010PHM00015470,"VINYL COATING, WHITE, STRIPPABLE, SPRAY BOOTHS",N,"Coating/painting, brush/roller","PAINTING, HOUSEKEEPING",100,125,999B-Z66,72 ABW,
6850PHM00058529,"DESCALER, ACIDIC, AIRCRAFT PARTS",N,"Cleaning/washing, flush cleaning","FLUSH CLEANING, AEROSPACE",100,125,032B-Z04,PMXG,
7930013813499-1,GLASS CLEANER,N,"Housekeeping/janitorial, NOC",GENERAL HOUSEKEEPING,100,48,037F-Z01,PMXG,
3439005821110,"FLUX, BRAZING",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,100,50,051F-Z01,548 PMXS,
3439010031114,"WELDING ROD, NICKEL ALLOY, .030""",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,100,21,051F-Z01,548 PMXS,
3439006065425,"WELDING ROD, COBALT ALLOY, .03""",N,"Welding, gas tungsten arc welding (TIG)",TIG WELDING,100,21,051F-Z01,548 PMXS,
8030010445034,"SEALANT, ANTISEIZE COMPOUND, GRAPHITE, AIRCRAFT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,125,037F-Z01,PMXG,
7930PHM00055420,"CLEANING COMPOUND, DETERGENT, GENERAL PURPOSE",N,"Analysis, chemical",SAMPLE PREPARATION AND TESTING,100,25,054D-Z01,MXSG,
8040001182695,"ADHESIVE, SILICONE, WHITE, ELECTRONICS, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,3,433B-Z01,OC-ALC/MAB,
8030PHM00057093,"SEALANT, SILICONE RUBBER, ALLUMINUM",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,18,999B-Z61,72 ABW/CECOPM,
3439PHM00104506,"SOLDER, TIN ALLOY, 1/8"" (.125"")",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,24,999B-Z61,72 ABW/CECOPM,
3439PHM00014066,"BRAZING ROD, AG-CU-P, WELDING, 1/8"" DIA",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,18,999B-Z61,72 ABW/CECOPM,
7930PHM00002057,"CLEANING COMPOUND, ALKALINE",N,"Non-destructive inspection/testing, NOC",FLUORESCENT PARTICLE INSPECTION,100,125,337B-Z01,PMXG,
1234K_80306568P@T,PR-1826 A-1/2 BLACK,N,"Aircraft/flightline operations, NOC","Aircraft/flightline operations, NOC",50,125,150A-Z01,552 MXS,
8040001429193-1,"ADHESIVE, CYANOACRYLATE, TYPE 2 AND CLASS 2",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,125,377A-Z03,PMXG,
8030010145869,"SEALANT, THIXOTROPIC, BLUE, THREADLOCKING",N,"Cleaning, chemical, multiple operations","Cleaning, chemical, multiple operations",50,125,416B-Z01,VQ-4,
8030PHM00000519,"SEALANT, LATEX FOAM, AEROSOL",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,18,999B-Z61,72 ABW/CECOPM,
8040PHM00000263,"PRIMER, ADHESIVE, PVC PIPE",N,"Plumbing, NOC",PLUMBING,100,24,999B-Z36,72 ABW/CECOUF,
8040002708137,"ADHESIVE, PLASTIC EPOXY, STRUCTURAL METAL APPLICATIONS, KIT",N,Adhering/bonding/sealing - all usages,056A-Z01 ADHERING/BONDING/SEALING,50,125,056A-Z01,550 CMMXS,
7930013795387,"DETERGENT, GENERAL PURPOSE",N,"Cleaning, chemical, multiple operations","Cleaning, chemical, multiple operations",50,125,416B-Z01,VQ-4,
7930013795387,"DETERGENT, GENERAL PURPOSE",N,"Cleaning, chemical, multiple operations","CLEANING, CHEMICAL, MULTIPLE OPERATIONS",50,125,416B-Z01,VQ-4,
8030014710603,"SEALING COMPOUND, SILICONE, GRAY, AIRCRAFT FIREWALL, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,50,125,015I-Z02,565 AMXS,
6505001336000,"MINERAL OIL, USP",N,"Miscellaneous,  multiple operations",LUBRICATING/GREASING,100,18,051F-Z01,548 PMXS,
8030014368318,"PUTTY,  EPOXY, GENERAL PURPOSE, 7"" STICK",N,Adhering/bonding/sealing - all usages,ADHERING/BONDING/SEALING - ALL USAGES,100,3,150A-Z01,552 MXS,
9150PHM00105868,"LUBRICANT, MOTOR OIL, 10W-30, SYNTHETIC",N,"Storing, materials",LUBRICATION ON EQUIP,100,36,999B-Z49,72 ABW,
9150PHM00105868,"LUBRICANT, MOTOR OIL, 10W-30, SYNTHETIC",N,"Vehicle repair, multiple operations",VEHICLE MAINTENANCE,100,3,999B-Z66,72 ABW,
8030PHM00010466,"SEALANT, PIPE THREAD",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,125,999B-Z38,72 ABW/CECOAH,
8030PHM00010466,"SEALANT, PIPE THREAD",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,125,999B-Z49,72 ABW,
8030PHM00010466,"SEALANT, PIPE THREAD",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,125,999B-Z36,72 ABW/CECOUF,
8030PHM00010466,"SEALANT, PIPE THREAD",N,"Structure fabrication/renovation, multiple operations",CONSTRUCTION OPERATIONS,100,3,999B-Z61,72 ABW/CECOPM,
8030PHM00010466,"SEALANT, PIPE THREAD",N,"Plumbing, NOC",PLUMBING,100,10,999B-Z59,72 ABW/CECOPM,
3439PHM00058602,"ELECTRODE, WELDING, CARBON STEEL, 5/32",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,125,999B-Z67,72 ABW/CECOUM,
8030PHM00002091,"SEALANT, POLYURETHANE, MULTI-SURFACE JOINTS",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,125,999B-Z67,72 ABW/CECOUM,
8030PHM00085923,"SEALANT, POLYURETHANE, GRAY",N,Adhering/bonding/sealing - all usages,USE OF SEALANTS AND ADHESIVES,100,3,999B-Z67,72 ABW/CECOUM,
9150PHM00106786,"LUBRICANT, METAL CUTTING PASTE, SOLID",N,"Miscellaneous,  multiple operations",LUBRICATING/GREASING,100,36,051F-Z01,548 PMXS,
9150PHM00106786,"LUBRICANT, METAL CUTTING PASTE, SOLID",N,"Lubricating, multiple operations",LUBRICANT,100,9,051H-Z04,PMXG,
6810002865435,"ISOPROPYL ALCOHOL, TECHNICAL, GRADE A",N,"Cleaning, other - hand wipe","Cleaning, other - hand wipe",50,125,219A-Z01,373 TRS DE,
6810002865435,"ISOPROPYL ALCOHOL, TECHNICAL, GRADE A",N,"Cleaning, other - hand wipe","Cleaning, other - hand wipe",50,125,219A-Z01,373 TRS DE,
8040PHM90010201,495 SUPER BONDER INSTANT ADHESIVE 49550,N,"Facility maintenance, NOC",FACILITY MAINTENANCE,100,125,999B-Z49,72 ABW,
9150002575449,"LUBRICANT, OIL, INSTRUMENT",N,"Lubricating, multiple operations",LUBRICANT,100,36,614A-Z03,PMXG,
9150PHM00036726,"LUBRICANT, OIL, ISO 68",N,"Lubricating, multiple operations",LUBRICANT,100,4,043F-Z02,PMXG,
3439PHM00065221,"FLUX, SOLDERING, PASTE",N,"Welding, NOC",WELDING / SOLDERING / BRAZING,100,24,999B-Z61,72 ABW/CECOPM,
9150002500926,"PETROLATUM, TECHNICAL",N,"Flight line operations, multiple operations",AIRCRAFT LUBRICATION,100,30,162A-Z01,552 AMXS,
9150PHM00036726,"LUBRICANT, OIL, ISO 68",N,"Lubricating, multiple operations",077A-Z01 LUBRICANTS,100,12,077A-Z01,553 CMMXS,
8040001450450,"ADHESIVE, SILICONE, RED, HIGH TEMP",N,Adhering/bonding/sealing - all usages,411A-Z01 ADHESIVE/SEALANTS,100,125,411A-Z01,550 CMMXS,
8040008105414,"ADHESIVE, EPOXY RESIN, PLASTIC, GRAY",N,Adhering/bonding/sealing - all usages,411A-Z01 ADHESIVE/SEALANTS,100,125,411A-Z01,550 CMMXS,
8040010091562,"ADHESIVE, SILICONE, CLEAR, KIT",N,Adhering/bonding/sealing - all usages,411A-Z01 ADHESIVE/SEALANTS,100,125,411A-Z01,550 CMMXS,
9150002575449,"LUBRICANT, OIL, INSTRUMENT",N,"Miscellaneous,  multiple operations",411A-Z01 MAINTENANCE NOC,100,3,411A-Z01,550 CMMXS,
9150010796124,"CLEANER,LUBRICANT AND PRESERVATIVE, FIREARMS",N,"Miscellaneous,  multiple operations",411A-Z01 MAINTENANCE NOC,100,3,411A-Z01,550 CMMXS,
5970012682446,"INSULATING COMPOUND, POLYURETHANE, ELECTRICAL, KIT",N,Adhering/bonding/sealing - all usages,ADHESIVE/SEALANT,100,3,433B-Z01,OC-ALC/MAB,
1680012850595,"EXTINGUISHER, FIRE, KC-135R AIRCRAFT",N,"Equipment repair/prev. maint., NOC",GENERAL ELECTRICAL REPAIR,100,125,172A-Z01,507 MS/LGM,
6810014591987,METHYL PROPYL KETONE,N,"Cleaning, chemical, manual wiping",CLEANING PARTS,100,125,172A-Z01,507 MS/LGM,
6850013718049-1,"CLEANER, ELECTRICAL CONTACT",N,"Cleaning, chemical, manual wiping",CLEANING PARTS,100,125,172A-Z01,507 MS/LGM,
9150007542595,"GREASE,MOLYBDENUM DISULFIDE",N,"Equipment repair/prev. maint., NOC",GENERAL ELECTRICAL REPAIR,100,125,172A-Z01,507 MS/LGM,
6850010139937,"LAYOUT DYE, STEEL RED",N,"Coating/painting, brush/roller",MARKING,100,125,374B-Z01,546 PMXS,
8040001429193-1,"ADHESIVE, CYANOACRYLATE, TYPE 2 AND CLASS 2",N,Adhering/bonding/sealing - brush/dobbing,ADHESIVE/SEALANT,100,125,374B-Z01,546 PMXS,
9150001414481,"GREASE,GENERAL PURPOSE",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150002500926,"PETROLATUM, TECHNICAL",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150005437220,"LUBRICANT OIL, MOLYBDENUM DISULFIDE",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150007542595,"GREASE,MOLYBDENUM DISULFIDE",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150009354018,"GREASE, MOLYBDENUM DISULFIDE",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150009857231,"LUBRICANT, HYDRAULIC FLUID, PETROLEUM BASE",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150012283389,"GREASE, AIRCRAFT AND INSTRUMENT",N,"Lubricating, multiple operations",LUBRICANT,100,125,374B-Z01,546 PMXS,
9150005421430,"LUBRICANT, OIL, GENERAL PURPOSE",N,"Lubricating, multiple operations",LUBRICANTS,100,125,391A-Z01,564 AMXS/MXDPAB,
9150007542595,"GREASE,MOLYBDENUM DISULFIDE",N,"Lubricating, multiple operations",LUBRICANTS,100,125,391A-Z01,564 AMXS/MXDPAB,
9150008237860,"LUBRICATING COMPOUND, DIMETHYLSIL, AEROSOL",N,"Lubricating, multiple operations",LUBRICANTS,100,125,391A-Z01,564 AMXS/MXDPAB,
9150010546453,"CLEANER, LUBRICANT AND PRESERVATIVE, FIREARMS",N,"Lubricating, multiple operations",LUBRICANTS,100,125,391A-Z01,564 AMXS/MXDPAB,
6850001775094,"SILICONE COMPOUND, CORROSION INHIBITOR",N,"Lubricating, multiple operations",LUBRICANTS,100,3,391A-Z03,564 AMXS/MXDPAA,
6850002900042,"DESICCANT, ACTIVATED, H GRADE AND IV TYPE",N,"Lubricating, multiple operations",LUBRICANTS,100,125,391A-Z03,564 AMXS/MXDPAA,
